station,longitude,latitude,time,wd,wspd,gst,wvht,dpd,apd,mwd,bar,atmp,wtmp,dewp,vis,ptdy,tide,wspu,wspv
,degrees_east,degrees_north,UTC,degrees_true,m s-1,m s-1,m,s,s,degrees_true,hPa,degree_C,degree_C,degree_C,km,hPa,m,m s-1,m s-1
44034,-68.11,44.11,2022-01-24T11:04:00Z,0,6.8,8.4,1.4,10.7,NaN,NaN,1010.5,-4.5,5.3,NaN,3.0,NaN,NaN,0.0,-6.8
44034,-68.11,44.11,2022-01-24T12:04:00Z,3,6.9,8.8,NaN,NaN,NaN,NaN,1011.6,-4.8,6.1,NaN,3.0,NaN,NaN,-0.4,-6.9
44034,-68.11,44.11,2022-01-24T13:04:00Z,9,7.2,9.1,0.8,3.6,NaN,NaN,1012.3,-5.4,6.5,NaN,3.0,NaN,NaN,-1.1,-7.1
44034,-68.11,44.11,2022-01-24T14:04:00Z,2,7.0,9.5,NaN,NaN,NaN,NaN,1012.9,-5.7,6.8,NaN,3.0,NaN,NaN,-0.2,-7.0
44034,-68.11,44.11,2022-01-24T15:04:00Z,12,6.3,8.1,0.8,4.0,NaN,NaN,1012.8,-5.9,6.8,NaN,3.0,NaN,NaN,-1.3,-6.2
44034,-68.11,44.11,2022-01-24T16:04:00Z,9,5.0,6.9,0.7,4.0,NaN,NaN,1012.7,-5.9,6.8,NaN,3.0,NaN,NaN,-0.8,-4.9
44034,-68.11,44.11,2022-01-24T17:04:00Z,0,4.0,5.4,1.0,10.7,NaN,NaN,1012.3,-5.4,6.8,NaN,3.0,NaN,NaN,0.0,-4.0
44034,-68.11,44.11,2022-01-24T18:04:00Z,342,3.2,5.7,1.0,10.7,NaN,NaN,1012.1,-4.9,6.8,NaN,3.0,NaN,NaN,1.0,-3.0
44034,-68.11,44.11,2022-01-24T19:04:00Z,354,2.4,3.9,1.0,10.7,NaN,NaN,1011.8,-4.4,6.9,NaN,2.4,NaN,NaN,0.3,-2.4
44034,-68.11,44.11,2022-01-24T20:04:00Z,313,2.1,3.8,0.9,10.7,NaN,NaN,1012.1,-3.5,6.8,NaN,3.0,NaN,NaN,1.5,-1.4
44034,-68.11,44.11,2022-01-24T21:04:00Z,337,1.6,3.4,0.9,10.7,NaN,NaN,1012.2,-3.6,6.7,NaN,1.1,NaN,NaN,0.6,-1.5
44034,-68.11,44.11,2022-01-24T22:04:00Z,261,2.7,4.5,0.8,10.7,NaN,NaN,1013.3,-3.6,6.7,NaN,3.0,NaN,NaN,2.7,0.4
44034,-68.11,44.11,2022-01-24T23:04:00Z,248,0.9,1.6,0.8,10.7,NaN,NaN,1013.3,-3.9,6.9,NaN,3.0,NaN,NaN,0.8,0.3
44034,-68.11,44.11,2022-01-25T00:04:00Z,216,1.1,2.7,0.8,10.7,NaN,NaN,1014.2,-3.6,6.7,NaN,3.0,NaN,NaN,0.6,0.9
44034,-68.11,44.11,2022-01-25T01:04:00Z,292,1.6,2.7,0.7,10.7,NaN,NaN,1014.5,-3.2,6.5,NaN,3.0,NaN,NaN,1.5,-0.6
44034,-68.11,44.11,2022-01-25T02:04:00Z,273,1.7,2.4,0.7,10.7,NaN,NaN,1015.5,-2.9,6.3,NaN,3.0,NaN,NaN,1.7,-0.1
44034,-68.11,44.11,2022-01-25T03:04:00Z,31,3.7,5.0,0.6,10.7,NaN,NaN,1014.9,-2.6,6.2,NaN,3.0,NaN,NaN,-1.9,-3.2
44034,-68.11,44.11,2022-01-25T04:04:00Z,67,3.9,5.4,0.7,10.7,NaN,NaN,1014.2,-2.1,6.2,NaN,3.0,NaN,NaN,-3.6,-1.5
44034,-68.11,44.11,2022-01-25T05:04:00Z,93,4.1,6.2,0.8,10.7,NaN,NaN,1013.7,-2.2,6.2,NaN,2.6,NaN,NaN,-4.1,0.2
44034,-68.11,44.11,2022-01-25T06:04:00Z,44,8.1,10.8,0.5,3.2,NaN,NaN,1012.9,-2.6,6.2,NaN,3.0,NaN,NaN,-5.6,-5.8
44034,-68.11,44.11,2022-01-25T07:04:00Z,78,6.7,8.4,0.8,4.0,NaN,NaN,1012.5,-1.5,6.4,NaN,3.0,NaN,NaN,-6.6,-1.4
44034,-68.11,44.11,2022-01-25T08:04:00Z,18,8.0,9.9,0.8,4.0,NaN,NaN,1012.1,-1.3,6.4,NaN,3.0,NaN,NaN,-2.5,-7.6
44034,-68.11,44.11,2022-01-25T09:04:00Z,31,9.9,11.4,1.0,4.0,NaN,NaN,1011.4,-1.5,6.4,NaN,3.0,NaN,NaN,-5.1,-8.5
44034,-68.11,44.11,2022-01-25T10:04:00Z,24,9.0,10.7,1.0,4.0,NaN,NaN,1011.4,-0.8,6.4,NaN,3.0,NaN,NaN,-3.7,-8.2
44034,-68.11,44.11,2022-01-25T11:04:00Z,29,8.4,9.4,0.9,4.0,NaN,NaN,1011.5,-0.1,6.2,NaN,2.8,NaN,NaN,-4.1,-7.3
44034,-68.11,44.11,2022-01-25T12:04:00Z,25,7.5,8.7,1.1,4.6,NaN,NaN,1012.0,0.3,5.8,NaN,3.0,NaN,NaN,-3.2,-6.8
44034,-68.11,44.11,2022-01-25T13:04:00Z,35,5.6,7.2,1.0,4.6,NaN,NaN,1011.7,0.8,5.5,NaN,3.0,NaN,NaN,-3.2,-4.6
44034,-68.11,44.11,2022-01-25T14:04:00Z,58,1.9,3.0,0.9,4.6,NaN,NaN,1011.7,1.9,5.6,NaN,3.0,NaN,NaN,-1.6,-1.0
44034,-68.11,44.11,2022-01-25T15:04:00Z,183,1.1,3.0,0.9,4.6,NaN,NaN,1011.0,3.2,5.4,NaN,3.0,NaN,NaN,0.1,1.1
44034,-68.11,44.11,2022-01-25T16:04:00Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-25T17:04:00Z,270,7.2,8.9,1.6,5.3,NaN,NaN,1009.9,2.1,5.4,NaN,2.4,NaN,NaN,7.2,0.0
44034,-68.11,44.11,2022-01-25T18:04:00Z,303,5.2,6.5,1.4,6.4,NaN,NaN,1010.0,1.1,5.4,NaN,3.0,NaN,NaN,4.4,-2.8
44034,-68.11,44.11,2022-01-25T19:04:00Z,280,6.3,7.7,1.5,6.4,NaN,NaN,1010.7,0.2,5.8,NaN,3.0,NaN,NaN,6.2,-1.1
44034,-68.11,44.11,2022-01-25T20:04:00Z,283,5.4,6.5,1.5,6.4,NaN,NaN,1011.5,-0.1,5.8,NaN,3.0,NaN,NaN,5.3,-1.2
44034,-68.11,44.11,2022-01-25T21:04:00Z,292,6.2,7.3,1.4,6.4,NaN,NaN,1012.1,-0.1,5.7,NaN,3.0,NaN,NaN,5.7,-2.3
44034,-68.11,44.11,2022-01-25T22:04:00Z,295,4.5,6.1,1.5,6.4,NaN,NaN,1013.3,-0.4,5.5,NaN,3.0,NaN,NaN,4.1,-1.9
44034,-68.11,44.11,2022-01-25T23:04:00Z,291,5.2,6.3,1.2,6.4,NaN,NaN,1014.4,-0.6,5.7,NaN,3.0,NaN,NaN,4.9,-1.9
44034,-68.11,44.11,2022-01-26T00:04:00Z,316,4.4,5.5,1.1,6.4,NaN,NaN,1015.2,-0.8,5.7,NaN,3.0,NaN,NaN,3.1,-3.2
44034,-68.11,44.11,2022-01-26T01:04:00Z,347,2.9,4.2,1.3,6.4,NaN,NaN,1015.6,-0.7,5.9,NaN,3.0,NaN,NaN,0.7,-2.8
44034,-68.11,44.11,2022-01-26T02:04:00Z,24,2.6,4.0,1.2,6.4,NaN,NaN,1015.8,-0.2,6.5,NaN,3.0,NaN,NaN,-1.1,-2.4
44034,-68.11,44.11,2022-01-26T03:04:00Z,341,2.7,3.6,1.1,6.4,NaN,NaN,1016.3,-0.3,6.6,NaN,3.0,NaN,NaN,0.9,-2.6
44034,-68.11,44.11,2022-01-26T04:04:00Z,297,7.2,9.6,1.0,6.4,NaN,NaN,1017.0,-0.8,6.8,NaN,3.0,NaN,NaN,6.4,-3.3
44034,-68.11,44.11,2022-01-26T05:04:00Z,332,7.4,9.3,1.0,6.4,NaN,NaN,1017.5,-1.5,6.8,NaN,3.0,NaN,NaN,3.5,-6.5
44034,-68.11,44.11,2022-01-26T06:04:00Z,327,9.8,11.7,1.0,6.4,NaN,NaN,1017.7,-2.1,7.0,NaN,3.0,NaN,NaN,5.3,-8.2
44034,-68.11,44.11,2022-01-26T07:04:00Z,316,8.9,11.2,1.0,3.6,NaN,NaN,1018.1,-2.7,7.0,NaN,3.0,NaN,NaN,6.2,-6.4
44034,-68.11,44.11,2022-01-26T08:04:00Z,318,9.2,11.4,0.8,3.6,NaN,NaN,1018.7,-3.6,7.0,NaN,3.0,NaN,NaN,6.2,-6.8
44034,-68.11,44.11,2022-01-26T09:04:00Z,326,9.6,11.4,1.1,3.6,NaN,NaN,1019.6,-4.4,7.0,NaN,3.0,NaN,NaN,5.4,-8.0
44034,-68.11,44.11,2022-01-26T10:04:00Z,326,11.5,13.9,1.1,4.0,NaN,NaN,1020.2,-5.1,7.0,NaN,3.0,NaN,NaN,6.4,-9.5
44034,-68.11,44.11,2022-01-26T11:04:00Z,328,10.0,11.8,1.1,4.0,NaN,NaN,1021.1,-5.5,7.2,NaN,3.0,NaN,NaN,5.3,-8.5
44034,-68.11,44.11,2022-01-26T12:04:00Z,324,9.5,11.7,1.0,4.0,NaN,NaN,1021.7,-6.0,7.2,NaN,3.0,NaN,NaN,5.6,-7.7
44034,-68.11,44.11,2022-01-26T13:04:00Z,329,9.6,11.5,0.9,3.6,NaN,NaN,1022.5,-6.4,7.2,NaN,3.0,NaN,NaN,4.9,-8.2
44034,-68.11,44.11,2022-01-26T14:04:00Z,334,10.0,12.6,1.0,3.6,NaN,NaN,1022.9,-6.8,NaN,NaN,2.8,NaN,NaN,4.4,-9.0
44034,-68.11,44.11,2022-01-26T15:04:00Z,333,7.5,9.2,0.8,3.6,NaN,NaN,1023.6,-7.1,7.0,NaN,2.6,NaN,NaN,3.4,-6.7
44034,-68.11,44.11,2022-01-26T16:04:00Z,328,5.9,8.1,0.7,3.6,NaN,NaN,1023.6,-7.3,NaN,NaN,1.9,NaN,NaN,3.1,-5.0
44034,-68.11,44.11,2022-01-26T17:04:00Z,319,5.5,7.2,0.5,3.2,NaN,NaN,1023.3,-7.1,6.8,NaN,2.0,NaN,NaN,3.6,-4.2
44034,-68.11,44.11,2022-01-26T18:04:00Z,330,5.5,8.4,0.5,3.2,NaN,NaN,1022.8,-7.1,7.0,NaN,2.8,NaN,NaN,2.8,-4.8
44034,-68.11,44.11,2022-01-26T19:04:00Z,331,6.4,9.9,0.5,2.9,NaN,NaN,1023.1,-6.9,7.2,NaN,3.0,NaN,NaN,3.1,-5.6
44034,-68.11,44.11,2022-01-26T20:04:00Z,334,6.7,8.7,0.6,3.6,NaN,NaN,1023.6,-7.0,7.2,NaN,2.8,NaN,NaN,2.9,-6.0
44034,-68.11,44.11,2022-01-26T21:04:00Z,324,7.4,10.3,0.6,3.2,NaN,NaN,1024.5,-7.1,NaN,NaN,2.2,NaN,NaN,4.3,-6.0
44034,-68.11,44.11,2022-01-26T22:04:00Z,340,7.4,10.6,0.6,3.6,NaN,NaN,1025.4,-7.3,7.2,NaN,3.0,NaN,NaN,2.5,-7.0
44034,-68.11,44.11,2022-01-26T23:04:00Z,326,7.9,11.7,0.8,3.6,NaN,NaN,1026.8,-8.0,NaN,NaN,3.0,NaN,NaN,4.4,-6.5
44034,-68.11,44.11,2022-01-27T00:04:00Z,342,10.1,13.7,0.8,3.6,NaN,NaN,1027.8,-8.3,NaN,NaN,3.0,NaN,NaN,3.1,-9.6
44034,-68.11,44.11,2022-01-27T01:04:00Z,353,8.8,11.7,1.0,4.0,NaN,NaN,1029.1,-9.2,6.4,NaN,3.0,NaN,NaN,1.1,-8.7
44034,-68.11,44.11,2022-01-27T02:04:00Z,354,8.4,11.6,0.9,3.6,NaN,NaN,1029.8,-10.1,NaN,NaN,3.0,NaN,NaN,0.9,-8.4
44034,-68.11,44.11,2022-01-27T03:04:00Z,351,9.0,11.3,0.9,3.6,NaN,NaN,1030.4,-10.4,NaN,NaN,3.0,NaN,NaN,1.4,-8.9
44034,-68.11,44.11,2022-01-27T04:04:00Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-27T05:04:00Z,6,8.5,11.6,1.0,4.0,NaN,NaN,1031.4,-12.0,5.6,NaN,1.7,NaN,NaN,-0.9,-8.5
44034,-68.11,44.11,2022-01-27T06:04:00Z,6,7.8,10.8,1.0,4.6,NaN,NaN,1031.5,-12.4,5.6,NaN,1.3,NaN,NaN,-0.8,-7.8
44034,-68.11,44.11,2022-01-27T07:04:00Z,2,7.9,10.8,1.0,4.6,NaN,NaN,1031.7,-12.7,5.5,NaN,1.5,NaN,NaN,-0.3,-7.9
44034,-68.11,44.11,2022-01-27T08:04:00Z,5,7.6,9.4,1.0,5.3,NaN,NaN,1032.2,-12.7,5.4,NaN,1.5,NaN,NaN,-0.7,-7.6
44034,-68.11,44.11,2022-01-27T09:04:00Z,18,7.8,10.9,1.0,4.6,NaN,NaN,1031.9,-13.0,5.3,NaN,1.5,NaN,NaN,-2.4,-7.4
44034,-68.11,44.11,2022-01-27T10:04:00Z,9,5.8,8.4,0.9,5.3,NaN,NaN,1032.2,-13.4,5.3,NaN,2.0,NaN,NaN,-0.9,-5.7
44034,-68.11,44.11,2022-01-27T11:04:00Z,21,5.2,6.8,0.8,4.6,NaN,NaN,1032.4,-13.4,5.3,NaN,2.6,NaN,NaN,-1.9,-4.9
44034,-68.11,44.11,2022-01-27T12:04:00Z,14,5.1,7.3,0.8,5.3,NaN,NaN,1033.0,-12.9,5.9,NaN,1.7,NaN,NaN,-1.2,-4.9
44034,-68.11,44.11,2022-01-27T13:04:00Z,27,5.2,7.2,0.7,3.6,NaN,NaN,1033.4,-12.5,6.9,NaN,0.9,NaN,NaN,-2.4,-4.6
44034,-68.11,44.11,2022-01-27T14:04:00Z,40,2.9,4.4,0.6,4.6,NaN,NaN,1033.1,-11.6,7.0,NaN,2.8,NaN,NaN,-1.9,-2.2
44034,-68.11,44.11,2022-01-27T15:04:00Z,48,3.0,4.6,0.6,4.6,NaN,NaN,1033.1,-10.8,7.0,NaN,2.2,NaN,NaN,-2.2,-2.0
44034,-68.11,44.11,2022-01-27T16:04:00Z,177,1.9,3.9,0.5,4.6,NaN,NaN,1032.4,-10.1,7.1,NaN,2.8,NaN,NaN,-0.1,1.9
44034,-68.11,44.11,2022-01-27T17:04:00Z,167,3.4,5.4,0.4,5.3,NaN,NaN,1030.7,-8.9,7.1,NaN,2.2,NaN,NaN,-0.8,3.3
44034,-68.11,44.11,2022-01-27T18:04:00Z,199,3.3,4.9,0.5,5.3,NaN,NaN,1029.7,-8.1,7.1,NaN,3.0,NaN,NaN,1.1,3.1
44034,-68.11,44.11,2022-01-27T19:04:00Z,195,5.8,8.4,0.5,10.7,NaN,NaN,1028.8,-6.6,7.1,NaN,3.0,NaN,NaN,1.5,5.6
44034,-68.11,44.11,2022-01-27T20:04:00Z,200,5.7,7.3,0.4,5.3,NaN,NaN,1028.0,-5.3,7.1,NaN,3.0,NaN,NaN,1.9,5.4
44034,-68.11,44.11,2022-01-27T21:04:00Z,188,8.1,12.0,0.6,2.9,NaN,NaN,1027.0,-3.7,7.1,NaN,3.0,NaN,NaN,1.1,8.0
44034,-68.11,44.11,2022-01-27T22:04:00Z,189,8.7,11.5,0.7,3.2,NaN,NaN,1026.1,-2.1,7.1,NaN,3.0,NaN,NaN,1.4,8.6
44034,-68.11,44.11,2022-01-27T23:04:00Z,197,10.5,13.0,1.0,4.0,NaN,NaN,1025.4,-0.8,7.1,NaN,3.0,NaN,NaN,3.1,10.0
44034,-68.11,44.11,2022-01-28T00:04:00Z,207,10.6,15.0,1.2,4.6,NaN,NaN,1024.4,0.1,7.1,NaN,3.0,NaN,NaN,4.8,9.4
44034,-68.11,44.11,2022-01-28T01:04:00Z,208,11.8,14.3,1.5,5.3,NaN,NaN,1023.3,1.1,7.1,NaN,3.0,NaN,NaN,5.5,10.4
44034,-68.11,44.11,2022-01-28T02:04:00Z,211,11.6,14.6,1.7,5.3,NaN,NaN,1022.5,1.8,7.1,NaN,3.0,NaN,NaN,6.0,9.9
44034,-68.11,44.11,2022-01-28T03:04:00Z,211,11.9,14.9,2.3,6.4,NaN,NaN,1022.0,1.8,7.1,NaN,3.0,NaN,NaN,6.1,10.2
44034,-68.11,44.11,2022-01-28T04:04:00Z,216,12.7,16.1,2.6,6.4,NaN,NaN,1021.7,1.6,7.0,NaN,3.0,NaN,NaN,7.5,10.3
44034,-68.11,44.11,2022-01-28T05:04:00Z,224,12.3,15.8,2.9,8.0,NaN,NaN,1021.4,1.1,6.9,NaN,3.0,NaN,NaN,8.5,8.8
44034,-68.11,44.11,2022-01-28T06:04:00Z,234,12.2,16.0,2.8,8.0,NaN,NaN,1020.4,1.2,6.8,NaN,3.0,NaN,NaN,9.9,7.2
44034,-68.11,44.11,2022-01-28T07:04:00Z,240,11.3,13.6,2.6,8.0,NaN,NaN,1020.2,0.9,6.8,NaN,2.8,NaN,NaN,9.8,5.7
44034,-68.11,44.11,2022-01-28T08:04:00Z,232,12.1,14.5,3.0,8.0,NaN,NaN,1019.3,1.4,6.9,NaN,3.0,NaN,NaN,9.5,7.4
44034,-68.11,44.11,2022-01-28T09:04:00Z,231,12.1,14.9,2.6,8.0,NaN,NaN,1018.1,2.2,7.0,NaN,3.0,NaN,NaN,9.4,7.6
44034,-68.11,44.11,2022-01-28T10:04:00Z,243,11.9,14.9,2.7,8.0,NaN,NaN,1017.9,2.5,7.0,NaN,3.0,NaN,NaN,10.6,5.4
44034,-68.11,44.11,2022-01-28T11:04:00Z,292,8.4,10.1,2.7,8.0,NaN,NaN,1018.2,-0.3,7.0,NaN,3.0,NaN,NaN,7.8,-3.1
44034,-68.11,44.11,2022-01-28T12:04:00Z,269,7.5,9.1,2.2,8.0,NaN,NaN,1018.7,-0.7,7.0,NaN,2.8,NaN,NaN,7.5,0.1
44034,-68.11,44.11,2022-01-28T13:04:00Z,267,6.7,8.5,2.2,8.0,NaN,NaN,1019.1,-0.8,6.9,NaN,2.8,NaN,NaN,6.7,0.4
44034,-68.11,44.11,2022-01-28T14:04:00Z,267,6.6,8.5,1.8,8.0,NaN,NaN,1019.3,-0.2,6.8,NaN,3.0,NaN,NaN,6.6,0.3
44034,-68.11,44.11,2022-01-28T15:04:00Z,272,6.6,8.3,1.9,8.0,NaN,NaN,1019.5,0.2,6.7,NaN,3.0,NaN,NaN,6.6,-0.2
44034,-68.11,44.11,2022-01-28T16:04:00Z,275,5.7,7.6,1.8,8.0,NaN,NaN,1019.3,-0.4,6.5,NaN,3.0,NaN,NaN,5.7,-0.5
44034,-68.11,44.11,2022-01-28T17:04:00Z,280,6.4,8.2,1.5,6.4,NaN,NaN,1019.2,-0.1,6.4,NaN,3.0,NaN,NaN,6.3,-1.1
44034,-68.11,44.11,2022-01-28T18:04:00Z,297,4.4,5.5,1.4,6.4,NaN,NaN,1018.7,-0.1,6.2,NaN,3.0,NaN,NaN,3.9,-2.0
44034,-68.11,44.11,2022-01-28T19:04:00Z,312,3.4,4.3,1.3,6.4,NaN,NaN,1019.0,0.2,6.0,NaN,3.0,NaN,NaN,2.5,-2.3
44034,-68.11,44.11,2022-01-28T20:04:00Z,331,3.7,4.9,1.2,6.4,NaN,NaN,1019.2,0.5,6.4,NaN,3.0,NaN,NaN,1.8,-3.2
44034,-68.11,44.11,2022-01-28T21:04:00Z,338,3.5,4.8,1.1,6.4,NaN,NaN,1019.5,0.8,6.5,NaN,3.0,NaN,NaN,1.3,-3.2
44034,-68.11,44.11,2022-01-28T22:04:00Z,353,1.5,2.8,0.9,6.4,NaN,NaN,1020.1,0.0,6.8,NaN,3.0,NaN,NaN,0.2,-1.5
44034,-68.11,44.11,2022-01-28T23:04:00Z,298,1.5,2.6,0.9,6.4,NaN,NaN,1020.1,0.2,6.8,NaN,3.0,NaN,NaN,1.3,-0.7
44034,-68.11,44.11,2022-01-29T00:04:00Z,20,3.6,5.1,0.8,6.4,NaN,NaN,1020.4,0.6,6.9,NaN,3.0,NaN,NaN,-1.2,-3.4
44034,-68.11,44.11,2022-01-29T01:04:00Z,20,4.7,5.9,0.8,5.3,NaN,NaN,1020.9,0.5,6.8,NaN,3.0,NaN,NaN,-1.6,-4.4
44034,-68.11,44.11,2022-01-29T02:04:00Z,22,6.8,8.4,0.8,5.3,NaN,NaN,1020.8,0.3,6.7,NaN,3.0,NaN,NaN,-2.5,-6.3
44034,-68.11,44.11,2022-01-29T03:04:00Z,23,8.7,10.7,0.8,5.3,NaN,NaN,1020.6,-0.2,6.6,NaN,3.0,NaN,NaN,-3.4,-8.0
44034,-68.11,44.11,2022-01-29T04:04:00Z,28,9.9,11.7,0.9,3.2,NaN,NaN,1020.9,-0.3,6.5,NaN,3.0,NaN,NaN,-4.6,-8.7
44034,-68.11,44.11,2022-01-29T05:04:00Z,19,11.3,13.5,1.1,3.6,NaN,NaN,1019.9,-1.5,5.7,NaN,3.0,NaN,NaN,-3.7,-10.7
44034,-68.11,44.11,2022-01-29T06:04:00Z,22,11.3,13.2,1.2,4.0,NaN,NaN,1020.1,-1.9,5.7,NaN,3.0,NaN,NaN,-4.2,-10.5
44034,-68.11,44.11,2022-01-29T07:04:00Z,NaN,NaN,NaN,1.3,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-29T08:04:00Z,21,12.4,15.1,1.6,5.3,NaN,NaN,1018.5,-4.1,6.9,NaN,2.6,NaN,NaN,-4.4,-11.6
44034,-68.11,44.11,2022-01-29T09:04:00Z,22,13.3,15.8,1.8,5.3,NaN,NaN,1017.2,-4.7,6.9,NaN,1.9,NaN,NaN,-5.0,-12.3
44034,-68.11,44.11,2022-01-29T10:04:00Z,26,14.0,17.5,2.1,5.3,NaN,NaN,1016.0,-5.2,6.8,NaN,0.7,NaN,NaN,-6.1,-12.6
44034,-68.11,44.11,2022-01-29T11:04:00Z,27,14.7,19.1,2.3,6.4,NaN,NaN,1014.8,-5.1,7.0,NaN,0.4,NaN,NaN,-6.7,-13.1
44034,-68.11,44.11,2022-01-29T12:04:00Z,NaN,NaN,NaN,2.4,6.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-29T13:04:00Z,17,17.5,21.7,2.9,6.4,NaN,NaN,1009.3,-5.0,6.9,NaN,3.0,NaN,NaN,-5.1,-16.7
44034,-68.11,44.11,2022-01-29T14:04:00Z,16,18.8,22.8,3.2,8.0,NaN,NaN,NaN,-5.2,6.8,NaN,3.0,NaN,NaN,-5.2,-18.1
44034,-68.11,44.11,2022-01-29T15:04:00Z,19,19.2,24.3,3.2,8.0,NaN,NaN,NaN,-4.7,6.6,NaN,3.0,NaN,NaN,-6.3,-18.2
44034,-68.11,44.11,2022-01-29T16:04:00Z,NaN,NaN,NaN,4.5,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-29T17:04:00Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-31T01:04:00Z,321,9.4,13.0,1.6,4.6,NaN,NaN,1013.9,-6.2,6.4,NaN,3.0,NaN,NaN,5.9,-7.3
44034,-68.11,44.11,2022-01-31T02:04:00Z,324,9.3,11.9,NaN,NaN,NaN,NaN,1015.3,-7.1,6.3,NaN,3.0,NaN,NaN,5.5,-7.5
44034,-68.11,44.11,2022-01-31T03:04:00Z,321,8.3,11.1,1.3,3.6,NaN,NaN,1016.5,-8.0,6.4,NaN,3.0,NaN,NaN,5.2,-6.5
44034,-68.11,44.11,2022-01-31T04:04:00Z,321,8.3,11.6,1.8,10.7,NaN,NaN,1017.5,-8.2,6.4,NaN,3.0,NaN,NaN,5.2,-6.5
44034,-68.11,44.11,2022-01-31T05:04:00Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44034,-68.11,44.11,2022-01-31T11:04:00Z,289,4.4,6.1,1.2,10.7,NaN,NaN,1023.8,-7.4,6.2,NaN,3.0,NaN,NaN,4.2,-1.4
44034,-68.11,44.11,2022-01-31T12:04:00Z,293,3.6,5.1,1.1,10.7,NaN,NaN,1024.6,-7.5,6.3,NaN,3.0,NaN,NaN,3.3,-1.4
44034,-68.11,44.11,2022-01-31T13:04:00Z,285,4.1,6.2,1.1,10.7,NaN,NaN,1025.5,-6.7,6.5,NaN,3.0,NaN,NaN,4.0,-1.1
44034,-68.11,44.11,2022-01-31T14:04:00Z,294,3.6,5.1,1.0,10.7,NaN,NaN,1026.1,-5.8,6.5,NaN,3.0,NaN,NaN,3.3,-1.5
44034,-68.11,44.11,2022-01-31T15:04:00Z,275,2.9,4.4,1.1,10.7,NaN,NaN,1026.7,-5.1,6.4,NaN,3.0,NaN,NaN,2.9,-0.3
44034,-68.11,44.11,2022-01-31T16:04:00Z,306,3.7,5.7,1.0,10.7,NaN,NaN,1027.0,-4.6,6.4,NaN,3.0,NaN,NaN,3.0,-2.2
44034,-68.11,44.11,2022-01-31T17:04:00Z,296,4.4,6.8,0.9,10.7,NaN,NaN,1027.0,-4.3,6.3,NaN,3.0,NaN,NaN,4.0,-1.9
44034,-68.11,44.11,2022-01-31T18:04:00Z,270,5.2,8.1,1.0,10.7,NaN,NaN,1027.0,-3.8,6.3,NaN,3.0,NaN,NaN,5.2,0.0
44034,-68.11,44.11,2022-01-31T19:04:00Z,279,4.1,6.7,1.0,10.7,NaN,NaN,1027.6,-3.6,6.2,NaN,3.0,NaN,NaN,4.0,-0.6
44034,-68.11,44.11,2022-01-31T20:04:00Z,242,6.4,8.9,0.9,10.7,NaN,NaN,1028.8,-3.6,6.0,NaN,3.0,NaN,NaN,5.7,3.0
44034,-68.11,44.11,2022-01-31T21:04:00Z,255,5.6,8.6,0.9,10.7,NaN,NaN,1028.6,-3.5,5.9,NaN,3.0,NaN,NaN,5.4,1.4
44034,-68.11,44.11,2022-01-31T22:04:00Z,261,5.2,8.0,0.9,10.7,NaN,NaN,1028.6,-3.7,5.9,NaN,3.0,NaN,NaN,5.1,0.8
44034,-68.11,44.11,2022-01-31T23:04:00Z,296,4.4,5.9,0.9,10.7,NaN,NaN,1030.5,-4.1,6.4,NaN,3.0,NaN,NaN,4.0,-1.9
44034,-68.11,44.11,2022-02-01T00:04:00Z,299,3.2,5.7,0.8,10.7,NaN,NaN,1031.5,-4.6,6.3,NaN,3.0,NaN,NaN,2.8,-1.6
44034,-68.11,44.11,2022-02-01T01:04:00Z,345,4.8,6.2,0.7,10.7,NaN,NaN,1032.0,-5.1,6.5,NaN,3.0,NaN,NaN,1.2,-4.6
44034,-68.11,44.11,2022-02-01T02:04:00Z,348,3.5,4.9,0.8,10.7,NaN,NaN,1032.8,-5.5,6.6,NaN,3.0,NaN,NaN,0.7,-3.4
44034,-68.11,44.11,2022-02-01T03:04:00Z,348,3.8,5.4,0.8,10.7,NaN,NaN,1033.4,-5.7,6.6,NaN,3.0,NaN,NaN,0.8,-3.7
44034,-68.11,44.11,2022-02-01T04:04:00Z,348,3.5,5.4,1.0,10.7,NaN,NaN,1033.9,-5.8,6.6,NaN,3.0,NaN,NaN,0.7,-3.4
